Record_ID,Year,Month,Month_Name,Quarter,Branch_Zone,State,Segment,KPI_Name,Budget_INR_Lakhs,Actual_INR_Lakhs,Variance_INR_Lakhs,Variance_Pct,Target_Achieved,RM_Responsible,Last_Updated
BA00501,2021,3,March,Q1,north zone,Maharashtra,SME Banking,Recovery Amount,Rs.1189.51,1058.88,-130.63,-10.98%,No,Kavitha Subramanian,10-02-2022
BA00502,2016,10,October,Q4,West Zone,Delhi,Priority Banking,PROFIT BEFORE TAX,2360.96,2268.69,-92.27,-3.91%,No,Vijay Kumar,07-08-2016
BA00503,2011,1,January,Q1,West Zone,Telangana,RETAIL BANKING,Profit Before Tax,3109.31,3297.63,188.32,6.06%,Yes,Ramesh Yadav,24-01-2011
BA00504,2022,8,Aug,Q3,East Zone,Maharashtra,SME Banking,Recovery Amount,435.15,369.58,-65.57,-15.07%,No,Mohan Das,06-10-2024
BA00505,2018,9,September,Q3,Central Zone,Kerala,SME Banking,total deposits,3916.11,3131.08,-785.03,-20.05%,No,Rajesh Sharma,24-09-2018
BA00506,2022,12,12,Q4,WEST ZONE,Gujarat,Retail Banking,  NPA Amount,659.57,781.73,Rs.122.16,18.52%,Yes,Priya Nair,24-12-2022
BA00507,2014,3,Mar,Q1,south zone,West Bengal,Priority Banking,NPA AMOUNT,89.65,,-7.73,-8.62%,No,Sanjay Gupta,26-03-2016
BA00508,2016,12,December,Q4,Central Zone,PUNJAB,NRI Banking,Net Interest Income,325.86,,22.97,7.05%,Yes,Deepa Krishnan,12-Apr-20
BA00509,2023,12,December,Q4,  East Zone,UTTAR PRADESH,PRIORITY BANKING,  Fee Income,980.02,976.03,-3.99,-0.41%,No,Rajesh Sharma,19-11-2023
BA00510,2025,9,September,Q3,East Zone,Andhra Pradesh,  Priority Banking,Net Interest Income,2964.38,2534.21,-430.17,-14.51%,No,RAJESH SHARMA,24-09-2025
BA00511,2016,7,7,Q3,North Zone,Maharashtra,NRI Banking,profit before tax,481.79,442.99,-38.8,-8.05%,No,priya nair,08-01-2019
BA00512,2011,6,Jun,Q2,Central Zone,  Karnataka,NRI Banking,Net Interest Income,1178.4,1384.94,206.54,17.53%,Yes,  Amit Patel,10-03-2011
BA00513,2012,5,May,Q2,South Zone,West Bengal,Corporate Banking,Operating Expense,402.92,495.63,92.71,23.01%,Yes,Vijay Kumar,24-05-2012
BA00514,2025,5,5,Q2,West Zone,WEST BENGAL,Retail Banking,  Fee Income,771.43,911.65,140.22,18.18%,Yes,Deepa Krishnan,24-05-2025
BA00515,2018,7,July,Q3,Central Zone,Uttar Pradesh,  Corporate Banking,NET INTEREST INCOME,4139.94,4759.52,619.58,14.97%,Yes,Nitin Joshi,20-10-2025
BA00516,2013,11,November,Q4,East Zone,Delhi,Priority Banking,Total Deposits,613.59,711.14,97.55,15.9,Yes,Rajesh Sharma,24-11-2013
BA00517,2024,7,July,Q3,south zone,Tamil Nadu,SME BANKING,New Customer Acquisition,150.18,113.36,-36.82,-24.52%,No,Anita Bose,12-12-2024
BA00518,2019,4,April,Q2,East Zone,rajasthan,nri banking,NPA AMOUNT,892.43,734.88,-157.55,-17.65%,No,Arun Mehta,24-04-2019
BA00519,2010,1,1,Q1,  North Zone,KERALA,Corporate Banking,  Profit Before Tax,4265.23,4605,339.77,7.97%,Yes,Anita Bose,12-03-2021
BA00520,2014,7,July,Q3,Central Zone,Madhya Pradesh,Priority Banking,  Total Deposits,4597.55,3792.94,-804.61,-17.50%,No,arun mehta,24-07-2014
BA00521,2010,11,November,Q4,West Zone,Rajasthan,NRI Banking,Total Deposits,2857.2,2043.7,-813.5,-28.47%,No,Nitin Joshi,16-07-2012
BA00522,2013,8,Aug,Q3,East Zone,Gujarat,SME Banking,new customer acquisition,Rs.199.67,164.04,-35.63,-17.85%,No,PRIYA NAIR,24-08-2013
BA00523,2017,10,October,Q4,North Zone,Telangana,retail banking,New Customer Acquisition,3062.34,2955.93,-106.41,-3.47%,No,Mohan Das,24-10-2017
BA00524,2022,11,November,Q4,South Zone,Gujarat,SME Banking,Profit Before Tax,706.62,715.03,8.41,1.19%,Yes,Deepa Krishnan,24-11-2022
BA00525,2020,3,March,Q1,south zone,TAMIL NADU,  Corporate Banking,Recovery Amount,942.48,1098.96,156.48,16.60%,Yes,Anita Bose,24-03-2020
BA00526,2010,9,September,Q3,North Zone,Maharashtra,Retail Banking,Net Interest Income,1325.05,1394.81,,5.26%,Yes,Rajesh Sharma,24-04-2012
BA00527,2021,3,March,Q1,east zone,Rajasthan,Corporate Banking,  Fee Income,2892.51,3437.44,544.93,18.84%,Yes,Lalita Devi,28-01-2024
BA00528,2022,4,4,Q2,NORTH ZONE,TELANGANA,Corporate Banking,NPA Amount,4420.31,4991.78,571.47,12.93%,Yes,Amit Patel,14-Nov-23
BA00529,2017,11,November,Q4,West Zone,delhi,  Retail Banking,net interest income,2520.58,2823.76,303.18,12.03%,Yes,Amit Patel,24-11-2017
BA00530,2021,8,August,Q3,West Zone,Maharashtra,priority banking,Total Disbursement,1152.95,901.48,-251.47,-21.81%,No,Vijay Kumar,27-07-2025
BA00531,2012,9,September,Q3,Central Zone,Punjab,Corporate Banking,Fee Income,582.66,488.24,-94.42,-16.20%,No,Sunita Rao,01-02-2018
BA00532,2024,7,July,Q3,East Zone,Gujarat,Retail Banking,total deposits,1612.24,1372.73,-239.51,-14.86%,No ,Mohan Das,11-03-2025
BA00533,2022,6,June,Q2,Central Zone,Maharashtra,NRI Banking,new customer acquisition,682.08,566.15,-115.93,-17.00%,No,Sanjay Gupta,24-06-2022
BA00534,2025,11,NOVEMBER,Q4,South Zone,Tamil Nadu,CORPORATE BANKING,Cross Sell Revenue,1823.33,1444.79,-378.54,-20.76%,No,Mohan Das,03-11-2025
BA00535,2024,7,July,Q3,SOUTH ZONE,Rajasthan,Retail Banking,Total Disbursement,4624.54,5034.04,409.5,8.85%,Yes,Nitin Joshi,24-07-2024
BA00536,2021,11,November,Q4,South Zone,Odisha,Retail Banking,RECOVERY AMOUNT,4947.61,5132.82,185.21,3.74%,Yes,Sunita Rao,14-05-2025
BA00537,2010,9,September,Q3,East Zone,  Maharashtra,sme banking,npa amount,2747.54,3317.42,569.88,20.74%,Yes,Sanjay Gupta,23-10-2010
BA00538,2013,3,Mar,Q1,WEST ZONE,Tamil Nadu,Corporate Banking,New Customer Acquisition,863.86,1019.92,156.06,18.06%,Yes,priya nair,29-11-2018
BA00539,2025,3,March,Q1,Central Zone,Karnataka,  Corporate Banking,FEE INCOME,1262.4,1581.91,319.51,25.31%,Yes,Sanjay Gupta,24-03-2025
BA00540,2024,8,AUGUST,Q3,South Zone,UTTAR PRADESH,Priority Banking,Fee Income,2487.084,2072.57,-800.41,-27.86%,No,KAVITHA SUBRAMANIAN,16-03-2025
BA00541,2024,1,January,Q1,East Zone,Tamil Nadu,  Corporate Banking,OPERATING EXPENSE,1550.74,1097.67,-453.07,-29.22%,No,Nitin Joshi,22-06-2025
BA00542,2013,9,September,Q3,North Zone,  Andhra Pradesh,NRI Banking,Recovery Amount,3703.45,3366.76,-336.69,-9.09%,No,Vijay Kumar,21-Mar-22
BA00543,2022,8,August,Q3,north zone,Tamil Nadu,retail banking,Profit Before Tax,2335.15,1760.09,-575.06,-24.63%,No,MOHAN DAS,20-09-2025
BA00544,2013,8,August,Q3,north zone,Odisha,Retail Banking,Recovery Amount,4022.64,3641.24,,-9.48,No,meena iyer,24-08-2013
BA00545,2024,6,June,Q2,West Zone,Madhya Pradesh,NRI BANKING,Recovery Amount,1094.49,1407.17,312.68,28.57%,Yes,Sanjay Gupta,09-12-2024
BA00546,2019,5,May,Q2,East Zone,Rajasthan,Corporate Banking,Total Deposits,2366.94,2625.38,258.44,10.92%,Yes,Rajesh Sharma,24-05-2019
BA00547,2014,4,April,Q2,North Zone,Punjab,  Corporate Banking,Cross Sell Revenue,1343.916,1119.93,175.53,18.59%,yes,Arun Mehta,25-03-2015
BA00548,2024,9,Sep,Q3,  East Zone,Uttar Pradesh,Priority Banking,Total Disbursement,354.38,277.38,-77,-21.73%,yes,mohan das,24-09-2024
BA00549,2024,9,September,Q3,Central Zone,maharashtra,priority banking,Total Disbursement,3606.48,2882.35,-724.13,-20.08%,No ,Priya Nair,11-02-2025
BA00550,2017,2,2,Q1,east zone,telangana,Priority Banking,Fee Income,4421.58,3160.32,-1261.26,-28.53%,No,Arun Mehta,18-Jul-24
BA00551,2012,5,May,Q2,South Zone,kerala,SME Banking,New Customer Acquisition,1270.18,1286.52,16.34,1.29%,Yes,Priya Nair,24-05-2012
BA00552,2022,3,March,Q1,  North Zone,Kerala,  NRI Banking,New Customer Acquisition,2966.4,2766.13,-200.27,-6.75%,No,Sanjay Gupta,15-05-2023
BA00553,2019,12,December,Q4,North Zone,  Andhra Pradesh,  SME Banking,Recovery Amount,3510.83,4212.5,701.67,19.99%,Yes,SUNITA RAO,12-May-19
BA00554,2024,7,July,Q3,South Zone,West Bengal,Retail Banking,Profit Before Tax,121.49,107.31,-14.18,-11.67%,No,Vijay Kumar,24-07-2024
BA00555,2024,4,APRIL,Q2,South Zone,rajasthan,Retail Banking,Net Interest Income,2397.25,2464.76,67.51,2.82%,Yes,Lalita Devi,27-07-2024
BA00556,2011,10,Oct,Q4,West Zone,Delhi,Corporate Banking,Cross Sell Revenue,1811.17,1292.65,-518.52,-28.63%,No,Anita Bose,08-Feb-15
BA00557,2010,9,9,Q3,South Zone,Kerala,NRI Banking,Net Interest Income,4876.15,4810.89,-65.26,-1.34%,No ,Mohan Das,24-09-2010
BA00558,2022,4,April,Q2,NORTH ZONE,telangana,SME Banking,Cross Sell Revenue,955.08,808.64,Rs.-146.44,-15.33%,No,Sanjay Gupta,24-04-2022
BA00559,2012,12,DECEMBER,Q4,Central Zone,HARYANA,  Corporate Banking,Net Interest Income,1351.76,1418.57,66.81,4.94%,N,Arun Mehta,06-04-2016
BA00560,2022,1,January,Q1,  Central Zone,Gujarat,NRI Banking,Total Disbursement,3727.61,3202.79,-524.82,-14.08%,No,Meena Iyer,23-05-2024
BA00561,2015,10,October,Q4,South Zone,Maharashtra,SME Banking,Net Interest Income,4215.29,4573.16,357.87,8.49,Yes,Arun Mehta,29-03-2018
BA00562,2013,6,Jun,Q2,east zone,Gujarat,Retail Banking,Profit Before Tax,1029.19,1132.14,102.95,10.00%,Yes,Sunita Rao,13-11-2013
BA00563,2019,2,February,Q1,West Zone,West Bengal,Retail Banking,PROFIT BEFORE TAX,1256.16,1052.17,-203.99,-16.24%,No,Sunita Rao,04-11-2021
BA00564,2018,9,September,Q3,North Zone,Kerala,  Priority Banking,Total Disbursement,4912.81,4182.75,-730.06,-14.86%,No,  Lalita Devi,30-09-2018
BA00565,2011,4,APRIL,Q2,South Zone,Madhya Pradesh,NRI Banking,NPA Amount,2223.9,2064.88,-159.02,-7.15%,No,Vijay Kumar,24-04-2011
BA00566,2020,3,March,Q1,West Zone,Rajasthan,PRIORITY BANKING,Operating Expense,248.91,188.1,-60.81,-24.43%,No,Ramesh Yadav,24-09-2025
BA00567,2018,7,July,Q3,Central Zone,maharashtra,Retail Banking,Profit Before Tax,2379.05,2788.4,409.35,17.21,Yes,nitin joshi,30-07-2022
BA00568,2016,12,Dec,Q4,NORTH ZONE,MADHYA PRADESH,  Corporate Banking,New Customer Acquisition,1443.64,1528.8,85.16,5.90%,Yes,Anita Bose,10-Nov-21
BA00569,2015,12,December,Q4,South Zone,RAJASTHAN,NRI Banking,Cross Sell Revenue,4126.05,4212.08,86.03,2.08%,N,RAJESH SHARMA,23-05-2023
BA00570,2019,9,September,Q3,North Zone,  Andhra Pradesh,NRI Banking,Profit Before Tax,Rs.490.7,543.93,53.23,10.85%,Yes,Priya Nair,06-04-2021
BA00571,2012,12,December,Q4,east zone,Madhya Pradesh,SME Banking,Total Deposits,4561.38,5289.04,727.66,15.95%,Yes,LALITA DEVI,21-08-2015
BA00572,2016,12,Dec,Q4,  East Zone,  Andhra Pradesh,Retail Banking,Fee Income,120.68,85.25,-35.43,-29.36%,No,Arun Mehta,02-Jul-22
BA00573,2016,1,January,Q1,South Zone,tamil nadu,Retail Banking,Operating Expense,3705.07,4131.08,426.01,11.50%,Yes,  Amit Patel,12-Jan-19
BA00574,2024,3,March,Q1,South Zone,Telangana,Corporate Banking,Total Deposits,2782.02,2884.49,102.47,3.68,Yes,ramesh yadav,05-11-2025
BA00575,2014,3,March,Q1,east zone,Andhra Pradesh,NRI Banking,Total Deposits,4557.28,3595.02,-962.26,-21.11%,No,Meena Iyer,12-10-2024
BA00576,2024,6,June,Q2,West Zone,Odisha,Priority Banking,Cross Sell Revenue,4428.22,4063.8,-364.42,-8.23%,No,Kavitha Subramanian,06-01-2024
BA00577,2018,6,6,Q2,South Zone,Maharashtra,  NRI Banking,Operating Expense,Rs.3345.02,2637.6,,-21.15%,No,priya nair,16-Jun-22
BA00578,2011,10,October,Q4,South Zone,telangana,Priority Banking,New Customer Acquisition,3056.61,3214.31,157.7,5.16%,Yes,Vijay Kumar,24-10-2011
BA00579,2021,3,March,Q1,South Zone,Rajasthan,NRI Banking,Total Deposits,4168.39,3052.71,-1115.68,-26.77,No,Sunita Rao,24-03-2021
BA00580,2023,4,APRIL,Q2,East Zone,Maharashtra,NRI Banking,New Customer Acquisition,2856.4,3278.18,421.78,14.77%,Yes,Mohan Das,24-04-2023
BA00581,2019,9,September,Q3,North Zone,Haryana,NRI Banking,Net Interest Income,1639.1,1797.76,158.66,9.68%,Yes,Lalita Devi,24-09-2019
BA00582,2019,1,January,Q1,South Zone,Karnataka,NRI Banking,Total Deposits,Rs.4076.37,,-65.51,-1.61%,No,Sunita Rao,19-Dec-25
BA00583,2015,7,July,Q3,East Zone,ANDHRA PRADESH,SME Banking,  Fee Income,3902.5,3420.03,-482.47,-12.36%,No,Arun Mehta,22-03-2018
BA00584,2013,2,Feb,Q1,East Zone,Maharashtra,Retail Banking,NPA Amount,4872.14,3511.83,-1360.31,-27.92%,No,Lalita Devi,18-10-2025
BA00585,2023,5,May,Q2,east zone,Andhra Pradesh,Retail Banking,Operating Expense,1123.59,1142.59,19,1.69,Yes,Vijay Kumar,23-Aug-24
BA00586,2024,5,May,Q2,East Zone,Madhya Pradesh,Retail Banking,fee income,2789.77,2142.96,-646.81,-23.19%,No,DEEPA KRISHNAN,24-05-2024
BA00587,2020,3,March,Q1,East Zone,  Uttar Pradesh,  Retail Banking,Total Disbursement,3451.36,3463.33,,0.35%,Yes,Deepa Krishnan,27-07-2020
BA00588,2020,6,6,Q2,North Zone,West Bengal,SME Banking,Recovery Amount,283.05,255.17,-27.88,-9.85%,No,Priya Nair,02-06-2021
BA00589,2019,5,May,Q2,East Zone,Tamil Nadu,NRI Banking,total deposits,2242.84,2183.4,-59.44,-2.65%,No,Meena Iyer,18-Sep-23
BA00590,2017,10,10,Q4,Central Zone,Punjab,Corporate Banking,operating expense,447.11,423.95,-23.16,-5.18%,No,ANITA BOSE,16-Oct-24
BA00591,2014,1,1,Q1,Central Zone,Karnataka,Retail Banking,RECOVERY AMOUNT,482.14,,Rs.136.66,28.34%,Yes,Anita Bose,08-Nov-20
BA00592,2022,2,February,Q1,Central Zone,Punjab,Corporate Banking,  Recovery Amount,1841.5,1665.65,-175.85,-9.55%,No,KAVITHA SUBRAMANIAN,24-02-2022
BA00593,2025,8,August,Q3,west zone,Odisha,Corporate Banking,Total Disbursement,3497.2,3511.15,13.95,0.40%,Yes,Ramesh Yadav,24-08-2025
BA00594,2012,9,September,Q3,East Zone,Maharashtra,Retail Banking,New Customer Acquisition,1501.37,1470.47,-30.9,-2.06%,No,Anita Bose,26-09-2017
BA00595,2012,7,July,Q3,East Zone,Telangana,NRI Banking,Fee Income,1358.87,969.34,-389.53,-28.67,YES ,SANJAY GUPTA,24-07-2012
BA00596,2019,11,November,Q4,CENTRAL ZONE,Karnataka,NRI Banking,Total Deposits,940.52,791.52,-149,-15.84%,No,priya nair,24-11-2019
BA00597,2017,6,Jun,Q2,West Zone,Rajasthan,Corporate Banking,Net Interest Income,3296.5,2693.95,-602.55,-18.28%,No,Nitin Joshi,07-07-2017
BA00598,2022,11,Nov,Q4,north zone,Madhya Pradesh,  Corporate Banking,Recovery Amount,2214.09,2509.68,295.59,13.35%,Yes,Lalita Devi,08-May-22
BA00599,2010,4,April,Q2,  West Zone,Andhra Pradesh,  NRI Banking,Recovery Amount,1922.85,2214.95,292.1,15.19%,Yes,Lalita Devi,05-05-2011
BA00600,2019,2,February,Q1,Central Zone,Rajasthan,  SME Banking,Fee Income,1128.02,1064.9,-63.12,-5.60%,No,Nitin Joshi,06-08-2024
BA00601,2017,10,Oct,Q4,Central Zone,Karnataka,sme banking,New Customer Acquisition,4002.68,3096.77,-905.91,-22.63%,No ,MOHAN DAS,26-05-2018
BA00602,2025,2,February,Q1,CENTRAL ZONE,KARNATAKA,NRI Banking,Profit Before Tax,349.26,425.4,76.14,21.80%,Yes,Anita Bose,24-02-2025
BA00603,2017,7,JULY,Q3,South Zone,Haryana,NRI Banking,Recovery Amount,3547.7,3578.63,30.93,0.87%,YES,  Amit Patel,24-07-2017
BA00604,2024,6,Jun,Q2,Central Zone,Gujarat,Priority Banking,  Fee Income,1371.6,968.17,-403.43,-29.41%,No,mohan das,15-11-2024
BA00605,2019,1,January,Q1,East Zone,Tamil Nadu,SME Banking,NPA Amount,4834.128,4028.44,-809.9,-16.74%,No,vijay kumar,26-Sep-23
BA00606,2025,8,August,Q3,West Zone,Telangana,  SME Banking,Total Disbursement,2215.92,1846.6,-281.63,-13.23%,No,Sunita Rao,03-12-2025
BA00607,2011,4,April,Q2,Central Zone,uttar pradesh,retail banking,Recovery Amount,3553.86,3681.29,127.43,3.59%,Yes,Anita Bose,24-04-2011
BA00608,2010,5,May,Q2,South Zone,  Andhra Pradesh,Retail Banking,NPA Amount,1623.2,1151.56,-471.64,-29.06%,No,AMIT PATEL,05-08-2014
BA00609,2020,7,Jul,Q3,CENTRAL ZONE,Uttar Pradesh,NRI BANKING,new customer acquisition,325.8,308.84,-16.96,-5.21%,No,Ramesh Yadav,26-Sep-20
BA00610,2010,4,April,Q2,East Zone,Maharashtra,Priority Banking,npa amount,3263.08,2814.16,-448.92,-13.76%,No,VIJAY KUMAR,07-04-2016
BA00611,2010,11,NOVEMBER,Q4,North Zone,Andhra Pradesh,Priority Banking,Net Interest Income,4723.11,4570.41,-152.7,-3.23%,No,  Amit Patel,30-May-17
BA00612,2022,9,September,Q3,  West Zone,Delhi,Priority Banking,Profit Before Tax,3313.17,3347.69,34.52,1.04%,Yes,Vijay Kumar,17-07-2025
BA00613,2011,10,October,Q4,North Zone,TAMIL NADU,Corporate Banking,Operating Expense,2736.87,2238.06,-498.81,-18.23%,No,Nitin Joshi,14-04-2016
BA00614,2010,1,January,Q1,East Zone,PUNJAB,Priority Banking,NPA AMOUNT,476.06,526.96,50.9,10.69%,N,Amit Patel,24-01-2010
BA00615,2011,11,NOVEMBER,Q4,West Zone,Rajasthan,SME Banking,Total Deposits,672.66,640.56,-32.1,-4.77%,YES ,Lalita Devi,15-Oct-21
BA00616,2020,3,March,Q1,CENTRAL ZONE,West Bengal,NRI Banking,Total Deposits,2772.35,2944.1,171.75,6.19%,Yes,ARUN MEHTA,24-03-2020
BA00617,2014,2,FEBRUARY,Q1,north zone,Kerala,Corporate Banking,NEW CUSTOMER ACQUISITION,1615.77,2032.98,417.21,25.82,Yes,Meena Iyer,14-05-2020
BA00618,2020,11,November,Q4,central zone,Gujarat,SME Banking,Fee Income,3147.56,2857.34,-290.22,-9.22%,No,Ramesh Yadav,05-09-2013
BA00619,2014,10,October,Q4,SOUTH ZONE,Kerala,SME Banking,Recovery Amount,512.49,359.79,-152.7,-29.80%,No,  Amit Patel,24-10-2014
BA00620,2010,1,January,Q1,WEST ZONE,Andhra Pradesh,Priority Banking,  Fee Income,327.53,314.18,-13.35,-4.08%,No ,Lalita Devi,03-09-2014
BA00621,2013,3,March,Q1,North Zone,Rajasthan,Corporate Banking,Total Disbursement,1581.13,2030.49,449.36,28.42%,Y,Vijay Kumar,10-12-2018
BA00622,2017,8,August,Q3,South Zone,Punjab,SME Banking,NPA Amount,1263.16,1039.49,-223.67,-17.71%,No,Ramesh Yadav,08-Nov-22
BA00623,2017,8,August,Q3,  East Zone,telangana,SME Banking,RECOVERY AMOUNT,Rs.843.76,810.77,-32.99,-3.91%,No,Kavitha Subramanian,17-12-2019
BA00624,2024,9,September,Q3,South Zone,  Gujarat,sme banking,Profit Before Tax,963.86,837.19,Rs.-126.67,-13.14,No,ramesh yadav,24-09-2024
BA00625,2012,2,February,Q1,North Zone,Karnataka,Priority Banking,Total Deposits,4936.2,5999.54,1063.34,21.54%,Yes,Nitin Joshi,12-11-2020
BA00626,2022,4,April,Q2,West Zone,Telangana,Corporate Banking,Recovery Amount,1972.79,2018.73,45.94,2.33%,Yes,RAMESH YADAV,29-Mar-22
BA00627,2022,11,11,Q4,Central Zone,Tamil Nadu,  SME Banking,  NPA Amount,851.66,608.4,-243.26,-28.56%,No,amit patel,01-11-2022
BA00628,2020,6,June,Q2,EAST ZONE,MADHYA PRADESH,Retail Banking,New Customer Acquisition,3580.66,3429.21,Rs.-151.45,-4.23,No,Vijay Kumar,24-06-2020
BA00629,2020,1,January,Q1,CENTRAL ZONE,Telangana,SME Banking,Fee Income,2904.44,3585.38,Rs.680.94,23.44%,Yes,KAVITHA SUBRAMANIAN,08-07-2022
BA00630,2023,2,February,Q1,West Zone,MAHARASHTRA,Priority Banking,Total Disbursement,4585.41,3542.81,-1042.6,-22.74%,No,Sunita Rao,05-11-2024
BA00631,2016,4,Apr,Q2,Central Zone,Haryana,  NRI Banking,NPA Amount,2799.96,2406.16,-393.8,-14.06%,No,Anita Bose,24-04-2016
BA00632,2022,3,Mar,Q1,East Zone,PUNJAB,CORPORATE BANKING,RECOVERY AMOUNT,2064.51,2067.78,3.27,0.16%,Yes,AMIT PATEL,27-02-2022
BA00633,2016,9,September,Q3,East Zone,Maharashtra,NRI Banking,Cross Sell Revenue,780.65,555.3,-225.35,-28.87%,No,Kavitha Subramanian,04-05-2018
BA00634,2025,7,7,Q3,South Zone,karnataka,SME Banking,Profit Before Tax,2484.29,3044.69,560.4,22.56%,Yes,  Sanjay Gupta,24-07-2025
BA00635,2016,2,2,Q1,north zone,Odisha,NRI Banking,  Total Disbursement,1849.17,2237.81,388.64,21.02%,Yes,Lalita Devi,24-02-2016
BA00636,2013,11,Nov,Q4,CENTRAL ZONE,Maharashtra,RETAIL BANKING,Cross Sell Revenue,3584.02,4129.54,545.52,15.22%,Yes,Amit Patel,09-10-2018
BA00637,2023,7,July,Q3,Central Zone,Maharashtra,NRI Banking,Operating Expense,382.94,275.19,-107.75,-28.14%,No,NITIN JOSHI,24-07-2023
BA00638,2020,9,September,Q3,East Zone,RAJASTHAN,Priority Banking,Fee Income,3193.79,3660.96,467.17,14.63%,Yes,Meena Iyer,18-06-2016
BA00639,2023,8,August,Q3,North Zone,Gujarat,Retail Banking,Net Interest Income,Rs.2519.13,2821.28,302.15,11.99%,Yes,meena iyer,24-08-2023
BA00640,2025,7,July,Q3,East Zone,KERALA,SME Banking,Profit Before Tax,3464.26,3937.03,472.77,13.65%,Yes,  Vijay Kumar,02-06-2025
BA00641,2022,11,November,Q4,east zone,Haryana,Retail Banking,Recovery Amount,3366.89,2990.21,-376.68,-11.19%,No,Amit Patel,24-11-2022
BA00642,2023,1,Jan,Q1,East Zone,Uttar Pradesh,NRI Banking,Fee Income,2048.14,2607.28,559.14,27.30%,Yes,mohan das,08-12-2025
BA00643,2024,1,January,Q1,east zone,Rajasthan,Corporate Banking,Fee Income,3353.67,3272.4,-81.27,-2.42%,No,Kavitha Subramanian,02-04-2025
BA00644,2019,7,Jul,Q3,North Zone,Rajasthan,corporate banking,Operating Expense,4144.92,3446.86,-698.06,-16.84%,No,Rajesh Sharma,24-07-2019
BA00645,2024,5,May,Q2,West Zone,Madhya Pradesh,NRI Banking,Net Interest Income,1196.49,1352.43,155.94,13.03%,Yes,Meena Iyer,06-08-2025
BA00646,2020,6,June,Q2,CENTRAL ZONE,TELANGANA,NRI Banking,Operating Expense,1237.02,1261.33,24.31,1.97%,Yes,Nitin Joshi,29-Jan-22
BA00647,2019,2,February,Q1,North Zone,  Punjab,Corporate Banking,Fee Income,2812.86,2060.91,-751.95,-26.73%,No,Vijay Kumar,23-10-2025
BA00648,2025,7,July,Q3,East Zone,Rajasthan,Corporate Banking,npa amount,1932.15,1980.38,48.23,2.50%,Yes,Arun Mehta,24-12-2025
BA00649,2019,8,AUGUST,Q3,  Central Zone,  Andhra Pradesh,Retail Banking,Operating Expense,3981.58,4056.53,74.95,1.88%,Yes,Meena Iyer,24-08-2019
BA00650,2024,2,February,Q1,East Zone,Rajasthan,NRI Banking,PROFIT BEFORE TAX,1353.46,Rs.1526.13,172.67,12.76%,Yes,MEENA IYER,08-Jul-25
BA00651,2022,6,June,Q2,  East Zone,TELANGANA,NRI Banking,Cross Sell Revenue,3209.87,3194.36,-15.51,-0.48%,YES,NITIN JOSHI,13-01-2025
BA00652,2024,6,JUNE,Q2,East Zone,Odisha,Priority Banking,new customer acquisition,1788.38,2151.04,362.66,20.28%,YES ,Mohan Das,25-10-2025
BA00653,2019,8,August,Q3,North Zone,Tamil Nadu,priority banking,  Total Deposits,3272.78,3202.65,-70.13,-2.14%,No,Anita Bose,16-12-2025
BA00654,2020,10,October,Q4,WEST ZONE,  Madhya Pradesh,SME Banking,PROFIT BEFORE TAX,644.78,796.15,151.37,23.48%,Yes,Meena Iyer,10-10-2024
BA00655,2024,9,September,Q3,East Zone,uttar pradesh,Corporate Banking,Profit Before Tax,2358.42,2615.09,256.67,10.88%,Yes,Lalita Devi,11-02-2024
BA00656,2019,2,February,Q1,East Zone,Tamil Nadu,Retail Banking,Total Deposits,1038.32,1262.42,224.1,21.58%,Yes,Kavitha Subramanian,24-02-2019
BA00657,2018,8,August,Q3,North Zone,karnataka,Priority Banking,Net Interest Income,3846.69,,-353.3,-9.18%,No,Vijay Kumar,30-08-2023
BA00658,2022,12,December,Q4,Central Zone,Punjab,NRI Banking,Recovery Amount,4773.41,4254.37,-519.04,-10.87%,No,sunita rao,24-12-2022
BA00659,2018,8,Aug,Q3,central zone,Punjab,  Retail Banking,Profit Before Tax,4039.26,4058.84,19.58,0.48%,Yes,meena iyer,24-08-2018
BA00660,2020,6,June,Q2,East Zone,Uttar Pradesh,Corporate Banking,CROSS SELL REVENUE,4011.44,4646.23,634.79,15.82%,Yes,Meena Iyer,24-06-2020
BA00661,2022,8,August,Q3,South Zone,  Andhra Pradesh,  Priority Banking,Profit Before Tax,2307.38,1865.73,-441.65,-19.14%,No,Priya Nair,04-10-2023
BA00662,2013,8,August,Q3,South Zone,tamil nadu,Priority Banking,New Customer Acquisition,4137.31,5216.03,1078.72,26.07%,Yes,Anita Bose,31-10-2016
BA00663,2018,2,February,Q1,Central Zone,  West Bengal,Retail Banking,Profit Before Tax,1080.46,1246.06,165.6,15.33%,Yes,Deepa Krishnan,31-05-2020
BA00664,2011,3,Mar,Q1,South Zone,Tamil Nadu,Priority Banking,NPA Amount,2918.79,2548.87,-369.92,-12.67%,Y,Deepa Krishnan,12-04-2014
BA00665,2014,4,April,Q2,SOUTH ZONE,delhi,Retail Banking,NPA Amount,2414.79,2131.11,-283.68,-11.75%,No,Nitin Joshi,24-04-2014
BA00666,2010,8,August,Q3,East Zone,Rajasthan,Priority Banking,  Profit Before Tax,243.68,286.37,42.69,17.52%,YES ,MOHAN DAS,16-08-2013
BA00667,2024,10,October,Q4,South Zone,Delhi,NRI Banking,Total Disbursement,1077.99,1195.54,117.55,10.90%,Yes,Kavitha Subramanian,03-Dec-25
